;Беларусь;Минск;FLOPS;;keepclear.org
;Беларусь;Минск;FlyNet;;dc.flynet.by,192.168.0.1
;Беларусь;Минск;GZ6;;192.168.2.2
;Беларусь;Минск;HNA-Net;;172.30.0.1,192.168.24.1,dc.hna.net
;Беларусь;Минск;Hoste1;;dc.hostel1.net
;Беларусь;Минск;Hoste1БГУИР;;172.31.0.1
;Беларусь;Минск;Hostel11;;dc.fly-server.ru,172.31.0.1
;Беларусь;Минск;Hostel12;;192.168.156.1,172.16.1.253
;Беларусь;Минск;Hostel17;;192.168.184.254
;Беларусь;Минск;Hostel17-bntu-by;;dc.hostel17.bntu.by
;Беларусь;Минск;HyperNet;;192.168.54.78,192.168.78.79
;Беларусь;Минск;Infolan-by Домашняя сеть;;info.lan,10.49.70.21
;Беларусь;Минск;IP TelCom;;iptel.kamazee.name
;Беларусь;Минск;Kosmostv;;cosmostv.tk
;Беларусь;Минск;KTC;;dc.mgn.by
;Беларусь;Минск;LifeNet;;dchub.lifenet.by,dchub.telecom.by:4111,dchub-westnet.lifenet.by,dchub-grimnet.lifenet.by,m1.solo.by
;Беларусь;Минск;Magneto-by;;dc.magneto.by
;Беларусь;Минск;MGVRK;;mgvrk.by
;Беларусь;Минск;Mtis;;dchub.by:411,dc.mtis.by
;Беларусь;Минск;NBR;;dchub.by
;Беларусь;Минск;NetBerry;;dchub.by,dc.nbr.by,dc.unet.by,10.16.196.152
;Беларусь;Минск;NetSolution;;172.22.1.3
;Беларусь;Минск;OneNet;;dc.onenet.by
;Беларусь;Минск;Optimus_Loshica;;10.16.6.100
;Беларусь;Минск;Optitel;;10.97.1.1,dchub.by
;Беларусь;Минск;Parniki;;dc.parniki.by
;Беларусь;Минск;Qline;;dchub-br.telecom.by:4111
;Беларусь;Минск;QuattroNET;;192.168.4.252:411
;Беларусь;Минск;Sloboda;;93.84.115.138
;Беларусь;Минск;SpeedNet;;10.24.3.17,192.168.0.10
;Беларусь;Минск;Unet-by;;dc.unet.by,10.74.0.210,93.125.42.224,td.unet.by
;Беларусь;Минск;VNet;;192.168.40.254,dc.vnet.local
;Беларусь;Минск;Vostok;;10.63.17.2
;Беларусь;Минск;Айчына Плюс;Legion DC;10.220.1.100,dirol.aplus.by
;Беларусь;Минск;Алтолан;;192.168.111.156,10.6.100.1,10.2.0.200,10.6.138.5,10.74.0.210
;Беларусь;Минск;Атлант Телеком;;dchub.telecom.by:4111,dchub-mo.telecom.by:4111,dchub-go.telecom.by:4111,dchub-br.telecom.by:4111,dchub-gr.telecom.by:4111,dchub-vi.telecom.by:4112,atlanttelecom.by
;Беларусь;Минск;ГримНЕТ;;10.60.1.1,dchub.grimnet.by
;Беларусь;Минск;Домашняя сеть;;info.lan
;Беларусь;Минск;КосмосТВ;;91.149.140.105,10.9.67.107,dc.cosmostv.tv
;Беларусь;Минск;МТИС;;dc.mtis.by
;Беларусь;Минск;НИКС;;172.29.89.44,192.168.161.253,10.167.0.3,172.21.57.99,195.50.18.66,172.21.60.9
;Беларусь;Минск;Сеть БГУ;;10.167.0.3,10.162.0.3,10.144.0.2
;Беларусь;Минск;Соло;;10.60.1.1,adc://dc.uruchie.org:511,belarena.solo.by,10.42.0.150,10.1.55.2:1411,dc.westnet.by,dchub.solo.by,commfort.solo.by,q19.westnet.by,10.10.74.2,10.15.73.200,10.15.32.119,10.32.250.246:1411,10.1.55.2:1416,10.10.131.254:400,10.39.6.126,10.34.1.117,adc://m1.solo.by:2780,dc.mydc.by,minsk.solo.by,10.15.119.126,195.222.70.242,m1.solo.by,commfortradio.solo.by
;Беларусь;Минск;Терра онлайн;;172.16.0.239
;Беларусь;Минск;Шпаркi Дамавiк;;dchub.telecom.by:4111,dchub-br.telecom.by:4111,10.60.1.1,dc.westnet.by,dchub.solo.by,10.32.250.246:1411,m1.solo.by,adcs://adcs.flylinkdc.com:2780,flylinkdc.dyndns.org
;Беларусь;Могилев;BYFLY;;10.8.0.1,cmotru.com
;Беларусь;Могилев;Hostel 2;;10.10.0.10
;Беларусь;Могилев;Student-Net;;192.168.1.76
;Беларусь;Новополоцк;Hostel4;Hostel4;10.100.10.1
;Беларусь;Новополоцк;Hostel4C-link3c;;10.100.10.1,192.168.40.4,192.168.3.1
;Беларусь;Новополоцк;TreIIIka;;192.168.3.1
;Беларусь;Новополцок;C-link;;10.100.10.1,192.168.40.44,192.168.40.4
;Беларусь;Речица;Гарант-4local-ru;;dc.iptv.by:4111,4local.ru
;Беларусь;Смолевичи;Beltelecop;;dchub.beltelecom.by
;Беларусь;Сморгонь;Айчына Плюс;;91.149.145.78
;Казахстан;Актау;SkySilk;;dc.skycity.kz:4111
;Казахстан;Актау;X-COM;;dc.x-com.kz,dayfile.in
;Казахстан;Алматы;Altel4g;;piknik-dc.ru,artcool.org,dc.tiera.ru,spb-hub.ru,prime-hub.ru,allavtovo.ru,dc.unionbest.org:4111,dc.mside.net,kcahdep.org,godc.ru,dc.cifracom.ru,dc.dcmagnets.ru,dc.filimania.com,dc.fly-server.ru
;Казахстан;Алматы;Билайн;;10.21.182.88,qazaq.kz,10.10.0.135,10.16.253.34,kaztorka.org,dc.beetor.org:4111,10.21.182.88:666,dc.torrentsclub.org:411,pikabu.ddns.net:411,10.16.89.44,10.18.50.50
;Казахстан;Астана;Билайн;;10.1.26.15,10.86.147.68
;Казахстан;Караганда;ALMATV;;81.88.156.147
;Казахстан;Караганда;Билайн;;10.0.172.254,supershare.dyndns.org
;Казахстан;Павлодар;Билайн;;10.40.14.254,10.40.108.40,192.168.100.1,dnet.no-ip.org
;Казахстан;Петропавловск;EsilNet;EsilNet DC++;dc.esilnet.com
;Казахстан;Петропавловск;PETR-IX;;dc.entorr.org
;Казахстан;Петропавловск;Билайн;;dc.megapeers.net,dc.cifracom.ru,dc.filimania.com,dc.dcmagnets.ru,dc.mside.net,dc.maxnet.ua,piknik-dc.ru,allavtovo.ru,dc.tiera.ru,favorite-hub.ru,dchub.mega.net.kz
;Казахстан;Петропавловск;СОЮЗ Медиа Групп;;dchub.ktv-sk.com:4111
;Казахстан;Тараз;Билайн;;10.96.40.41
;Казахстан;Усть-Каменогорск;Билайн;;10.30.255.254:4111
;Казахстан;Экибастуз;Megaline;;perrik.kz
;Молдова;Днестровск;SkyNet;;dchub://magneto.sky-inter.net
;Ниуэ;Алофи;Internet-nu;;ahouse.mine.nu:4111
;Россия;Cеверо-Енисейск;СЕТ;;dc.setel.s-eniseysk.ru:4111
;Россия;Korsakov;ТТК;;hub.homelane.me
;Россия;Абакан;ТТК;;pulse.myttk.ru
;Россия;Адлер;РосТелеком;;adlerportal.org:1209
;Россия;Азов;Пульс;;10.5.29.24
;Россия;Алдан;СахаТелеком;;192.168.233.65:58090
;Россия;Александров;Trytek;;195.2.238.73,space.trytek.ru,195.2.239.210,ultimate.trytek.ru,omotatamail.ru
;Россия;Алексин;Гигабит;;31.210.171.171:4111
;Россия;Амурск;Phobos;;dc.sat-dv.ru
;Россия;Амурск;Sat-dv;;master.amyrsk,dc.sat-dv.ru
;Россия;Анадырь;Gorod87-ru;;gorod87.ru
;Россия;Анадырь;Арктик Регион Связь;;195.151.32.100
;Россия;Анадырь;МГТС;;2ch.bot.nu
;Россия;Анапа;Progtech-yug-ru;;free.progtech-yug.ru
;Россия;Ангарск;Angarsk-home-net;;dc.angarsk-home.net
;Россия;Ангарск;BASE;;dc.angarsk.su
;Россия;Ангарск;DOMSETIBASE-net;;dc.base-net.ru:1854,10.3.4.5
;Россия;Ангарск;IRKNET;;hub.irkutsk.ru
;Россия;Ангарск;WebStream;;housedc.no-ip.org
;Россия;Ангарск;Астра-Мир;;dc.astra-mir.ru:4111
;Россия;Ангарск;Байкал ТТК;;hub.baikal-online.ru,dc.baikal-telecom.net
;Россия;Ангарск;БЭЙС;;dc.base-net.ru
;Россия;Ангарск;ДомСети;;dc.angarsk.su
;Россия;Ангарск;Стрелателеком;;dc.angarsk.su,hub.irkutsk.ru,hub.baikal-online.ru,dc.baikal-telecom.net,dc.astra-mir.ru4111,dc.base-net.ru,housedc.no-ip.org,dc.base-net.ru1854,10.3.4.5,dc.angarsk-home.net,freefilmdc2.no-ip.info1209,usolye.net3038,dc.usib.tv4111,172.16.0.44111,hub.ircn.ru,irkutsk-45.ru,dc.weacom.ru,dc.files-sib.net,93.81.252.15665411,hub.dreamnet.su,dc.straus.tv
;Россия;Апатиты;Relant;;pozitiv.smilehub.ru
;Россия;Арзамас;Мульткабельные сети;;dcpp.mcn.nnov.ru
;Россия;Арзамас;ЛокНэт;;172.27.89.100
;Россия;Армавир;DIZEL;;km-hub.org
;Россия;Армавир;ИП Агабалов Р-Г;;dchub://10.10.1.5:4111
;Россия;Армавир;ИТ;;aartprof.ru:4111,dchub.itech.ru:4111,hub.city-telekom.ru:4111
;Россия;Армавир;Сити Телеком;;aartprof.ru:4111,hub.city-telekom.ru:4111,dchub.itech.ru:4111
;Россия;Армавир;ТЦ Электрон;;dchub://dchub.itech.ru,10.10.1.5:4111,armelektron.ru:4111
;Россия;Арсеньев;Коннект;;shara.connect.lan
;Россия;Артем;Artem-Catv;;artem-catv.ru:4444,dc.inetvl.ru:2223
;Россия;Артем;Дальсвязь;;dc.sat-dv.ru
;Россия;Архангельск;Octanet;;octanet.ru
;Россия;Архангельск;Авангард;;dc.arkh.net,vologda.avangard-lan.ru,konig.avangard-lan.ru:4111,bl.avangard-lan.ru,dc.avangard-lan.ru
;Россия;Архангельск;Архангельская Телевизионная Компания;;amt.arkhnet.ru:411
;Россия;Архангельск;Билайн;;dc.antihub.ru:1209,sever.net29.ru,antihub.ath.cx,antihub.ru,hub.net29.ru
;Россия;Архангельск;Билайн wi-fi;;hub.net29.ru,sever.net29.ru,arkhangelsk.net29.ru,antihub.ru,dc.corbina.net
;Россия;Астрахань;Билайн;;dc.astralan.ru,littlemuk.no-ip.org,astralan.dc,astrahanlan.ru
;Россия;Астрахань;РЕАЛ;;adcs://dc.astrakhan.ru:1026
;Россия;Астрахань;Ростелеком;;dc.astranet.ru
;Россия;Астрахань;Телплюс;;dc.telplus.ru:411
;Россия;Астрахань;ЮТК;;dchub://dc.astranet.ru
;Россия;Ахтубинск;Intexcom;;dc.intexcom.lan
;Россия;Байкит;БайКос-Искра;;dc.baykit.baykos.ru
;Россия;Байконур;Виза-2;;baikonurhub.ru
;Россия;Балаково;LAI;;dc.lai,seti-net.lai,192.168.225.34,netclub.lai
;Россия;Балаково;MTS-stream;;10.64.64.36
;Россия;Балаково;Билайн;;kos.vbalakove.ru,tegos.ru,vbalakove.ru,10.213.110.254,10.26.16.200,dc.corbina.ru,p2p.corbina.net,dc.vbalakove.ru
;Россия;Балаково;Волгателеком;;78.107.122.2
;Россия;Балаково;Ли;;dchub://9life.lai,dchub://kos.lai
;Россия;Балаково;МТС;;vbalakove.ru
;Россия;Балашиха;Mirskoy-Ru;;dchub://dc.mirskoy.ru
;Россия;Балашиха;ЛигаЛинк;;dchub://dc.ligalink.ru
;Россия;Балашиха;СмайлНет;;dc.fly-server.ru
;Россия;Балезино;Blznet-ru;;dc.blznet.ru
;Россия;Барнаул;Интелека;;p2p.ealtai.ru:4111
;Россия;Барнаул;МТС;;p2p.local,hub.magnet.211.ru,peers.cn.ru
;Россия;Барнаул;Ростелеком;;dc.unionbest.org
;Россия;Барнаул;ТТК;;pulse.myttk.ru
;Россия;Белая Калитва;DipNet;;10.0.2.1
;Россия;Белгород;Elf;;172.18.1.33
;Россия;Белгород;NetByNet;;dc.puzzle.su,video-hub.no-ip.org,dc.megalive.spb.ru:411,dc.ctline.ru:21747,dc.peering-net.net,dc1.peering-net.net,dc2.peering-net.net,portal.peering-net.net,magnet.ru
;Россия;Белгород;Домолинк;;192.168.1.33
;Россия;Белгород;МТС;;172.10.0.9,10.159.4.185
;Россия;Белгород;Мультинекс КомТел;;dc.belgorod-net.ru
;Россия;Белгород;РусичТВН;;dc.rutvn.ru:4111
;Россия;Белгород;Эльф;;172.18.1.5:1111,172.18.10.127:411,172.18.1.101
;Россия;Белебей;Башинформсвязь;;ds.bashtel.ru
;Россия;Белово;Белка;;adc://192.168.2.7:1511
;Россия;Белово;Вебстрим;;dchub://dc.mir-serverov.ru
;Россия;Белово;Онлайн-Сити;;dchub://10.10.2.10,dchub://p2p.belovo-net.ru
;Россия;Белореченск;Ростелеком-Юг ЮТК;;freefilmdc2.no-ip.info:1209
;Россия;Бердск;HomeNet;;p2p.hnet.ru,atlantida.hnet.ru,blyhub.hnet.ru,p2p2.x1planet.ru,vipernsk.citynsk.ru
;Россия;Бердск;МТС;;p2p.academ.org,Peers.ws
;Россия;Бердск;Новотелеком;;peers.cn.ru
;Россия;Бердск;РосТелеком;;peers.ws
;Россия;Бердск;Сатурн Телеком;;p2p.berdsk.ru,p2p.academ.org,dc.klubok.org,peers.cn.ru
;Россия;Бердск;Сибирские сети;;192.168.1.4
;Россия;Бийск;АлтайскиеТелеСистемы;;93.157.40.18:411
;Россия;Бийск;БийскаяЦифроваяСеть;;81.1.206.252:411
;Россия;Бийск;Интелека;;10.32.27.35
;Россия;Бийск;МТС;;p2p.local,peers.cn.ru,hub.magnet.211.ru
;Россия;Бикин;Rostelecom;;bikin-hab.ddns.net
;Россия;Бикин;Имана ДВ;;10.31.0.2
;Россия;Биробиджан;Дальсвязь;;eaop2p.dyndns.org
;Россия;Биробиджан;ТТК;;dc.dcmagnets.ru
;Россия;Благовещенск;GoodNet;;goodnet.su
;Россия;Благовещенск;Televox;;tlvx.ru
;Россия;Благовещенск;Городок;;192.168.0.12
;Россия;Благовещенск;Интерком;;dc.intercom.lan
;Россия;Благовещенск;МКС;;10.0.0.3,10.10.0.3
;Россия;Благовещенск;Моя Компьютерная Сеть;;hub.local
;Россия;Благовещенск;Ростелеком;;farista.net
;Россия;Благовещенск;Телевокс;;172.16.255.1,flylinkdc.dyndns.org,local.tele-vox.ru,hub.tlvx.ru
;Россия;Благовещенск;Теледайн;;dchub.therion28.ru
;Россия;Благовещенск;Терион;;dchub.therion28.ru
;Россия;Богучаны;Paradise NET;;dc.bo
;Россия;Бодайбо;Витим-Телеком;;dc.vitim-telecom.ru
;Россия;Братск;Новая Сибирь Плюс;;10.17.4.211,10.37.1.111
;Россия;Братск;НС;;10.37.1.111,192.168.2.2
;Россия;Братск;Ростелеком;;178.184.171.233
;Россия;Братск;Тарио;;192.168.135.134:411
;Россия;Братск;Телеос-1;;ds.teleos.ru,dc.vskyline.ixterm.ru,10.21.9.6,176.114.133.46,dc.teleos.ru
;Россия;Буйнакск;M-Line;;10.10.10.1,10.1.1.10,10.1.1.20,10.10.0.100,10.30.0.30,10.10.92.183,10.10.188.230,10.11.171.60
;Россия;Буйнакск;TRAVAKUR;;10.1.144.34
;Россия;Буйнакск;Кавказ сити;;10.2.206.31
;Россия;Ванавара;БайКос-Искра;;dc.vnv.baykos.ru:411
;Россия;Верхнеднепровский;S-net;;172.21.0.5
;Россия;Верхнее Дуброво;Сокол-TV;;dc.sokol-internet.ru
;Россия;Видное;Vidnoe-Net;;prime-hub.ru,planet-dc.ru,prostoigra24.ru
;Россия;Вилючинск;Radius;;dc.vilkam.net:4111
;Россия;Вилючинск;Радиус;;dc.vilkam.net,91.203.44.7:4111
;Россия;Вилючинск;ТЕРРА;;hub.terra41.ru,files.terra41.ru
;Россия;Витим;Vitim-Telecom;;dc.vitim-telecom.ru
;Россия;Вихоревка;ProrokHomeNet;;192.168.10.251
;Россия;Владивосток;Билайн;;onbee.net,10.16.7.254,dc.beegohoom.ru,dc2.beegohoom.ru,dc.inetvl.ru:2223,dc.onbee.net,p2p.corbina.net
;Россия;Владивосток;ВладЛинк;;pulsvl.ru:1209,dc.smilehub.ru,kitsum.dyndns-ip.com:415,212.16.197.23:415,dc.l4d-mania.ru:1209,95.154.96.253,109.110.44.44,95.154.98.196,dc.vladlink.lan:4111,dc.vladlink.ru,peers.cn.ru
;Россия;Владивосток;Домолинк-Спасск;;172.16.0.12
;Россия;Владивосток;Компания Подряд;;hub.podryad.tv,hud.podryad.nv,adc://adc.podryad.tv:411
;Россия;Владивосток;Локальная Сеть;;109.110.36.186,10.23.0.87,dc.beegohoom.ru,dc2.beegohoom.ru
;Россия;Владивосток;НТК;;dc.inetvl.ru,dc.vntc.ru
;Россия;Владивосток;Ростелеком;;dc.onstyle.biz,77.35.243.104:411
;Россия;Владивосток;Рэдком-Redcom;;dc2.homenet.redcom.ru
;Россия;Владивосток;Экстрим Интернет;;dc.vladivostokcity.ru
;Россия;Владикавказ;Smart Network;;home.alania.net
;Россия;Владикавказ;Tvingo telecom;;dc.tvingo.ru:12345
;Россия;Владикавказ;ТвингоТелеком;;dchub://dc.tvingo.ru:12345,78.111.241.15:12345
;Россия;Владикавказ;ТТК ростелеком;;dc.cifracom.ru
;Россия;Владимир;GusOnline;;DC:4111
;Россия;Владимир;LiteNET;;10.35.252.130
;Россия;Владимир;TelecomMK;;triada.mydc.ru:666
;Россия;Владимир;Мегасети;;dc.megaseti.ru,dc.megaseti.net
;Россия;Волгоград;Dom-ru;;88.87.66.27
;Россия;Волгоград;E-telecom;;dc.next-one.ru,dc.e-telecom.ru:4111,p2p.unity-net.pvt:1090,p2p.powernet.pvt,dc.lancom.pvt,p2p.rilannet,p2p.powernet,p2p.starnet:5000,dc.mlcom.pvt
;Россия;Волгоград;NextOne;NextOne;von-ent.lan,dc.starnet:5000,p2p.unity-net.pvt:1090,demon.lan,molodejj.lan,10.112.123.2,megara.next-one.ru,dc.yandex.lan,10.112.18.70,10.113.47.30,10.113.104.222,83.167.65.174,vlz.e-telecom.ru,zebra.lan,vlz.sytes.net,10.134.5.63
;Россия;Волгоград;Билайн;;beelinvolg.no-ip.org,dchubvlg.no-ip.org,p2p.corbina.net,mediazone34-local.no-ip.org,hub.bigdc.ru,nevsky-media.ru
;Россия;Волгоград;Дом-Ру;;dchub.volgodom.ru,mobius-m.ru
;Россия;Волгоград;МКС;;178.155.34.0
;Россия;Волгоград;МТС;;nevsky-hub.no-ip.org
;Россия;Волгоград;МТС-Мультинекс;;10.32.64.10
;Россия;Волгоград;Ростелеком ЮТК;;10.200.200.13,31.180.179.99
;Россия;Волгоград;СТС;;p2p.powernet,dc.lancom.pvt,p2p.rilannet
;Россия;Волгоградcкая область;NextOne StarNet Unity E-telecom;;10.112.18.70,10.113.104.222,demon.lan,von-ent.lan,10.113.47.30,molodejj.lan,megara.next-one.ru,10.112.123.2,vlz.e-telecom.ru,p2p.unity-net.pvt:1090,p2p.starnet:5000,zebra.lan
;Россия;Волгоградская область;PowerNet;;p2p.powernet
;Россия;Волгоградская область;TiVaDa;;192.168.88.3
;Россия;Волгодонск;Синтерра-Юг;Volgodonsk DC++ HUB;p2p.volgodonsk.ru
;Россия;Волжский;34-RUS;;dc.34-rus.ru
;Россия;Волжский;Lancom;;31.128.131.165
;Россия;Волжский;Okline;;dc.e-telecom.ru:1090,p2p.powernet,dc.next-one.ru
;Россия;Волжский;Powernet;;10.150.28.144,dc.lancom.ru,p2p.powernet
;Россия;Волжский;StarNet;;dc.starnet,dc.mlcom.pvt,megara.coltel.ru,megara.next-one.ru,p2p.starnet:5000,dc.mlcom.pvt:411
;Россия;Волжский;Билайн;;p2p.corbina.net
;Россия;Волжский;Евротелеком;;dc.unity-net.ru:1090,p2p.powernet,dc.mlcom.pvt,dc.next-one.ru,dc.e-telecom.ru:1090
;Россия;Волжский;Ланком;;dc.lancom.pvt,p2p.unity-net.pvt:1090,p2p.powernet
;Россия;Волжский;Магистраль;;dc.mlcom.pvt,p2p.powernet,p2p.forumnet.pvt,dc.starnet:5000
;Россия;Вологда;U-Co-N-Internet;;ucon-wifi.net:4111
;Россия;Вологда;Стрим;;172.16.130.122
;Россия;Волхов;Волхов-Онлайн;;dchub://dc.vo
;Россия;Воронеж;Freedom;;dchub://dc.cifracom.ru
;Россия;Воронеж;NetByNet;;dc.puzzle.su,video-hub.no-ip.org,dc.multilocal.ru,klan-hub.ru
;Россия;Воронеж;Билайн;;p2p.corbina.net
;Россия;Воронеж;Домолинк;;nodvrn.ddns.net:411,dchub.nod.vrn.ru:411
;Россия;Воронеж;Связь телеком;;dc.jst:4111
;Россия;Воронеж;ТТК;;adc://dc.ttk-uv.ru:57300
;Россия;Вурнары;ГРИН Интернет;;dc.vurnet.ru,dc.vurnary.net
;Россия;Выборг;Cabelina-Plus;;10.0.0.3
;Россия;Выкса;Выкса-нет;;172.22.0.10:4111,172.28.30.3:4111,172.16.255.11:411
;Россия;Выкса;ВИСТлинк;;dchub://dcc.vistlink.ru
;Россия;Вышний Волочек;Volok-Online-ru;;dchub://volok-online.ru
;Россия;Вятские Поляны;ГИС;;dchub://10.43.3.33,10.159.4.185
;Россия;Гатчина;Астра-Ореол;;10.2.99.18:411,h.socit.spb.ru,life.gtn.ru:4111
;Россия;Глазов;NewIT;NewIT_HUB;dc.ghl.lan,dc.homenet.loc,dc.lan-com.ru
;Россия;Глазов;Хоумнет НИТ;;dc.homenet.loc,dc.ghl.lan
;Россия;Горно-Алтайск;OngNET;;p2p.ongnet.ru
;Россия;Горный;Gorniy-net;;10.0.10.10
;Россия;ГП Львовский;LvovkaNET;;shakespeer.ru,dc.kcahdep.ru,10.128.140.38:7002,10.24.4.73:7003
;Россия;Грязовец;SkyNet;;172.27.254.2:4111,skynet35.ru:4111
;Россия;Губаха;Интер-спутник;;hithit.ru:1111
